feature,obs_freq,null_mean,null_std,rel_risk,z_score,p_montecarlo,p_value,p_fdr,n_events,k_controls,direction
aspect|Mercury|Pluto|sextile,0.06338694418164617,0.06561967833491007,0.007365624534502814,0.9659746251441761,-0.3031289665669353,0.8756218905472637,0.7617915799015893,1.0,1057,200,déficit
aspect|Mercury|Pluto|trine,0.07473982970671712,0.08054399243140944,0.007320074753272351,0.9279379808539402,-0.7929103076573967,0.43781094527363185,0.427830081414456,1.0,1057,200,déficit
aspect|Mercury|Pluto|opposition,0.039735099337748346,0.0400236518448438,0.00487062619352597,0.9927904503013854,-0.05924341052470769,0.9850746268656716,0.9527582337424478,1.0,1057,200,déficit
aspect|Venus|Mars|sextile,0.08514664143803216,0.09077578051087992,0.007236073103490231,0.937988535695674,-0.7779273360481411,0.5572139303482587,0.4366118518468589,1.0,1057,200,déficit
aspect|Venus|Mars|square,0.07663197729422895,0.07742194891201495,0.007660604523744902,0.9897965418219612,-0.10312131573133658,0.9850746268656716,0.9178666877018977,1.0,1057,200,déficit
aspect|Venus|Mars|opposition,0.00946073793755913,0.012965941343424794,0.0034009461921843676,0.7296607077708862,-1.0306553552422815,0.3283582089552239,0.30270246761567826,1.0,1057,200,déficit
aspect|Venus|Jupiter|sextile,0.07947019867549669,0.07421002838221363,0.007573129192469853,1.0708822029576772,0.6945834620797668,0.4975124378109453,0.48731637933986616,1.0,1057,200,exceso
aspect|Venus|Jupiter|square,0.08987701040681173,0.08626773888363283,0.007353424470119661,1.0418380216044316,0.4908286659970504,0.6169154228855721,0.623547633373877,1.0,1057,200,exceso
aspect|Venus|Jupiter|trine,0.065279091769158,0.07255912961210959,0.006970412844423843,0.8996675141795444,-1.0444198938338976,0.3283582089552239,0.2962911634542366,1.0,1057,200,déficit
aspect|Venus|Jupiter|opposition,0.041627246925260174,0.03934720908230833,0.005092723572942701,1.0579466217840854,0.44770500701540805,0.7661691542288557,0.6543661076173276,1.0,1057,200,exceso
aspect|Moon|Saturn|square,0.07663197729422895,0.07798959318826848,0.00801793490764787,0.9825923454843236,-0.16932238907858604,0.8955223880597015,0.8655430663013055,1.0,1057,200,déficit
aspect|Moon|Saturn|trine,0.08230842005676443,0.0883916745506149,0.008258312795724941,0.9311784223482826,-0.736621952246659,0.5074626865671642,0.46135228144474805,1.0,1057,200,déficit
aspect|Moon|Saturn|opposition,0.04446546830652791,0.04493850520340592,0.0061773015801033,0.9894736842105251,-0.07657662342431759,1.0,0.9389603561402701,1.0,1057,200,déficit
aspect|Moon|Uranus|conjunction,0.046357615894039736,0.04441343424787134,0.006040501810590951,1.0437746298860366,0.32185763817827423,0.8059701492537313,0.7475605466768702,1.0,1057,200,exceso
aspect|Moon|Uranus|trine,0.07852412488174078,0.08963576158940403,0.009264252072805925,0.8760356747057887,-1.1994100139265533,0.26865671641791045,0.23036855569702672,1.0,1057,200,déficit
aspect|Mars|Uranus|sextile,0.06811731315042574,0.06916745506149469,0.006219236827435763,0.9848173984407075,-0.16885382245556457,0.9054726368159204,0.8659116218862074,1.0,1057,200,déficit
aspect|Venus|Saturn|conjunction,0.052980132450331126,0.05309839167455074,0.006708509066101617,0.9977728285077927,-0.017628242438724056,1.0,0.9859354259671147,1.0,1057,200,déficit
aspect|Venus|Saturn|sextile,0.065279091769158,0.0710312204351938,0.006731548310433729,0.9190197123068745,-0.8545030653824696,0.4577114427860697,0.3928263116755908,1.0,1057,200,déficit
aspect|Venus|Saturn|trine,0.09082308420056764,0.087166508987701,0.00825785937456318,1.0419493135073539,0.4427994044231437,0.6865671641791045,0.6579108341602918,1.0,1057,200,exceso
aspect|Venus|Saturn|opposition,0.03405865657521287,0.033278145695364206,0.005094708122439463,1.0234541577825171,0.15320031316630908,0.9353233830845771,0.8782403107167958,1.0,1057,200,exceso
